CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,CRIM_scaled,ZN_scaled,INDUS_scaled,NOX_scaled,RM_scaled,AGE_scaled,DIS_scaled,RAD_scaled,TAX_scaled,PTRATIO_scaled,B_scaled,LSTAT_scaled,MEDV_scaled,RM_AGE_interaction,distance_mean,environment_score
0.22489,12.5,7.87,0,0.524,6.377,94.3,6.3467,5,311,15.2,392.52,20.45,15.0,0.0241158902,0.4,0.27162756600000004,0.2860082305,0.54149729,0.9412976313,0.6002738402000001,0.1739130435,0.23664122140000002,0.2272727273,0.9170356340000001,0.6192011908,0.3115203762,601.3511,5.67335,4.197
0.11747,12.5,7.87,0,0.524,6.009,82.9,6.2267,5,311,15.2,396.9,13.27,18.9,0.0122637196,0.4,0.27162756600000004,0.2860082305,0.4168360434,0.8238928939,0.586466771,0.1739130435,0.23664122140000002,0.2272727273,1.0,0.3817084264,0.43377742950000003,498.1461,5.6133500000000005,4.197
0.09378,12.5,7.87,0,0.524,5.889,39.0,5.4509,5,311,15.2,390.5,15.71,21.7,0.0096498868,0.4,0.27162756600000004,0.2860082305,0.3761856369,0.3717816684,0.49720406850000004,0.1739130435,0.23664122140000002,0.2272727273,0.8787735291000001,0.4624162739,0.5215517241000001,229.671,5.22545,4.197
0.6297600000000001,0.0,8.14,0,0.538,5.949,61.8,4.7075,4,307,21.0,396.9,8.26,20.4,0.0687871647,0.0,0.2815249267,0.3148148148,0.39651084010000004,0.6065911432000001,0.41166927470000003,0.1304347826,0.2290076336,0.8863636364,1.0,0.2159927231,0.48079937300000003,367.6482,4.35375,4.339
0.6379600000000001,0.0,8.14,0,0.538,6.096,84.5,4.4619,4,307,21.0,380.02,10.26,18.2,0.0696919106,0.0,0.2815249267,0.3148148148,0.44630758810000004,0.8403707518,0.3834108063,0.1304347826,0.2290076336,0.8863636364,0.6802651829,0.2821466964,0.41183385580000004,515.112,4.23095,4.339
0.62739,0.0,8.14,0,0.538,5.834,56.5,4.4986,4,307,21.0,395.62,8.47,19.9,0.0685256711,0.0,0.2815249267,0.3148148148,0.35755420050000003,0.5520082389000001,0.3876334683,0.1304347826,0.2290076336,0.8863636364,0.9757547058,0.2229388903,0.4651253918,329.621,4.2493,4.339
1.05393,0.0,8.14,0,0.538,5.9350000000000005,29.3,4.4986,4,307,21.0,386.85,6.58,23.1,0.1155879021,0.0,0.2815249267,0.3148148148,0.3917682927,0.27188465500000003,0.3876334683,0.1304347826,0.2290076336,0.8863636364,0.8096365574000001,0.1604233854,0.5654388715,173.8955,4.2493,4.339
0.7842,0.0,8.14,0,0.538,5.99,81.7,4.2579,4,307,21.0,386.75,14.67,17.5,0.0858272804,0.0,0.2815249267,0.3148148148,0.41039972900000005,0.8115345005,0.3599387887,0.1304347826,0.2290076336,0.8863636364,0.8077423937,0.42801620770000004,0.38989028210000004,489.383,4.12895,4.339
0.80271,0.0,8.14,0,0.538,5.456,36.6,3.7965,4,307,21.0,344.10625,11.69,20.2,0.0878695787,0.0,0.2815249267,0.3148148148,0.2295054201,0.3470648816,0.30685060750000004,0.1304347826,0.2290076336,0.8863636364,0.0,0.3294467874,0.4745297806,199.6896,3.89825,4.339
0.7258,0.0,8.14,0,0.538,5.727,69.5,3.7965,4,307,21.0,390.95,11.28,18.2,0.0793837246,0.0,0.2815249267,0.3148148148,0.3213075881,0.6858908342000001,0.30685060750000004,0.1304347826,0.2290076336,0.8863636364,0.8872972653000001,0.3158852229,0.41183385580000004,398.0265,3.89825,4.339
1.25179,0.0,8.14,0,0.538,5.57,98.1,3.7979000000000003,4,307,21.0,376.57,21.02,13.6,0.1374187573,0.0,0.2815249267,0.3148148148,0.2681233062,0.9804325438,0.30701169,0.1304347826,0.2290076336,0.8863636364,0.6149165384,0.6380550732,0.2676332288,546.417,3.89895,4.339
0.85204,0.0,8.14,0,0.538,5.965,89.2,4.0123,4,307,21.0,392.53,13.83,19.6,0.0933123973,0.0,0.2815249267,0.3148148148,0.4019308943,0.8887744593,0.3316803203,0.1304347826,0.2290076336,0.8863636364,0.9172250503,0.4002315389,0.4557210031,532.078,4.00615,4.339
1.23247,0.0,8.14,0,0.538,6.142,91.7,3.9769,4,307,21.0,396.9,18.72,15.2,0.1352870879,0.0,0.2815249267,0.3148148148,0.4618902439,0.9145211123,0.3276072349,0.1304347826,0.2290076336,0.8863636364,1.0,0.5619780038000001,0.31778996870000004,563.2214,3.9884500000000003,4.339
0.98843,0.0,8.14,0,0.538,5.813,100.0,4.0952,4,307,21.0,394.54,19.88,14.5,0.1083609688,0.0,0.2815249267,0.3148148148,0.3504403794,1.0,0.34121870400000004,0.1304347826,0.2290076336,0.8863636364,0.9552977388,0.6003473084000001,0.29584639500000004,581.3,4.0476,4.339
0.75026,0.0,8.14,0,0.538,5.924,94.1,4.3996,4,307,21.0,394.33,16.3,15.6,0.0820825153,0.0,0.2815249267,0.3148148148,0.3880420054,0.9392378991,0.37624263620000004,0.1304347826,0.2290076336,0.8863636364,0.9513199953,0.481931696,0.33032915360000004,557.4484,4.1998,4.339
0.8405400000000001,0.0,8.14,0,0.538,5.599,85.7,4.4546,4,307,21.0,344.10625,16.51,13.9,0.09204354640000001,0.0,0.2815249267,0.3148148148,0.2779471545,0.8527291452,0.38257087630000003,0.1304347826,0.2290076336,0.8863636364,0.0,0.48887786320000004,0.2770376176,479.8343,4.2273,4.339
0.67191,0.0,8.14,0,0.538,5.813,90.3,4.682,4,307,21.0,376.88,14.81,16.6,0.0734377791,0.0,0.2815249267,0.3148148148,0.3504403794,0.9001029866,0.4087352725,0.1304347826,0.2290076336,0.8863636364,0.6207884456,0.4326469859,0.361677116,524.9139,4.341,4.339
0.9557700000000001,0.0,8.14,0,0.538,6.047,88.8,4.4534,4,307,21.0,344.10625,17.28,14.8,0.10475743230000001,0.0,0.2815249267,0.3148148148,0.4297086721,0.8846549949,0.38243280560000004,0.1304347826,0.2290076336,0.8863636364,0.0,0.5143471430000001,0.30525078370000003,536.9736,4.2267,4.339
0.7729900000000001,0.0,8.14,0,0.538,6.495,94.4,4.4547,4,307,21.0,387.94,12.8,18.4,0.0845904267,0.0,0.2815249267,0.3148148148,0.5814701897,0.9423274974,0.3825823822,0.1304347826,0.2290076336,0.8863636364,0.8302829407000001,0.3661622426,0.4181034483,613.128,4.22735,4.339
1.00245,0.0,8.14,0,0.538,6.674,87.3,4.239,4,307,21.0,380.23,11.98,21.0,0.10990786350000001,0.0,0.2815249267,0.3148148148,0.6421070461,0.8692070031,0.3577641753,0.1304347826,0.2290076336,0.8863636364,0.6842429265000001,0.3390391135,0.4996081505,582.6402,4.1195,4.339
1.13081,0.0,8.14,0,0.538,5.713,94.1,4.233,4,307,21.0,360.17,22.6,12.7,0.124070446,0.0,0.2815249267,0.3148148148,0.3165650407,0.9392378991,0.3570738218,0.1304347826,0.2290076336,0.8863636364,0.3042737066,0.6903167121,0.23942006270000002,537.5933,4.1165,4.339
1.35472,0.0,8.14,0,0.538,6.072,100.0,4.175,4,307,21.0,376.73,13.04,14.5,0.1487755244,0.0,0.2815249267,0.3148148148,0.4381775068,1.0,0.350400405,0.1304347826,0.2290076336,0.8863636364,0.6179472002,0.3741007194,0.29584639500000004,607.2,4.0875,4.339
1.38799,0.0,8.14,0,0.538,5.95,82.0,3.99,4,307,21.0,344.10625,27.71,13.2,0.15244636520000002,0.0,0.2815249267,0.3148148148,0.39684959350000004,0.8146240989,0.3291145066,0.1304347826,0.2290076336,0.8863636364,0.0,0.8593401141,0.2550940439,487.9,3.995,4.339
1.15172,0.0,8.14,0,0.538,5.7010000000000005,95.0,3.7872,4,307,21.0,358.77,18.35,13.1,0.126377548,0.0,0.2815249267,0.3148148148,0.3125,0.9485066941,0.3057805596,0.1304347826,0.2290076336,0.8863636364,0.2777554161,0.5497395187,0.2519592476,541.595,3.8936,4.339
1.6128200000000001,0.0,8.14,0,0.538,6.096,96.9,3.7598000000000003,4,307,21.0,344.10625,20.34,13.5,0.1772529516,0.0,0.2815249267,0.3148148148,0.44630758810000004,0.9680741504,0.3026279455,0.1304347826,0.2290076336,0.8863636364,0.0,0.6155627222,0.2644984326,590.7024,3.8799,4.339
0.06417,0.0,5.96,0,0.499,5.933,68.2,3.3603,5,279,19.2,396.9,9.68,18.9,0.0063828716,0.0,0.2016129032,0.2345679012,0.3910907859,0.6725025747000001,0.2566619109,0.1739130435,0.17557251910000002,0.6818181818,1.0,0.2629620442,0.43377742950000003,404.6306,4.18015,3.2295
0.09744000000000001,0.0,5.96,0,0.499,5.841,61.4,3.3779,5,279,19.2,377.56,11.41,20.0,0.0100537124,0.0,0.2016129032,0.2345679012,0.3599254743,0.6024716787000001,0.2586869477,0.1739130435,0.17557251910000002,0.6818181818,0.6336687581,0.3201852311,0.46826018810000003,358.6374,4.18895,3.2295
0.08014,0.0,5.96,0,0.499,5.85,41.5,3.9342,5,279,19.2,396.9,8.77,21.0,0.008144919300000001,0.0,0.2016129032,0.2345679012,0.3629742547,0.3975283213,0.32269421940000004,0.1739130435,0.17557251910000002,0.6818181818,1.0,0.23286198630000002,0.4996081505,242.775,4.4671,3.2295
0.17505,0.0,5.96,0,0.499,5.966,30.2,3.8473,5,279,19.2,393.43,10.13,24.7,0.0186168008,0.0,0.2016129032,0.2345679012,0.4022696477,0.28115345010000004,0.3126956001,0.1739130435,0.17557251910000002,0.6818181818,0.9342725228000001,0.2778466882,0.6155956113000001,180.1732,4.42365,3.2295
0.027630000000000002,31.25,2.95,0,0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32,30.8,0.0023512359,1.0,0.0912756598,0.0884773663,0.6153455285,0.1946446962,0.4914741348,0.0869565217,0.12404580150000001,0.5795454545000001,0.9759441222,0.08566939550000001,0.8068181818,143.771,4.20055,1.689
0.03359,31.25,2.95,0,0.428,7.024,15.8,5.4011,3,252,18.3,395.62,1.98,34.9,0.0030088316,1.0,0.0912756598,0.0884773663,0.7606707317,0.1328527291,0.4914741348,0.0869565217,0.12404580150000001,0.5795454545000001,0.9757547058,0.0082692467,0.9353448276,110.9792,4.20055,1.689
0.12744,0.0,6.91,0,0.448,6.77,2.9,5.7209,3,233,17.9,385.41,4.84,26.6,0.0133637582,0.0,0.23643695010000002,0.12962962960000002,0.6746273713000001,0.0,0.5282699742,0.0869565217,0.0877862595,0.5340909091,0.7823606014000001,0.1028694286,0.6751567398,19.633,4.36045,3.6790000000000003
0.14150000000000001,0.0,6.91,0,0.448,6.169,6.6,5.7209,3,233,17.9,383.37,5.8100000000000005,25.3,0.0149150663,0.0,0.23643695010000002,0.12962962960000002,0.47103658540000004,0.0381050463,0.5282699742,0.0869565217,0.0877862595,0.5340909091,0.7437196638,0.1349541057,0.6344043887,40.7154,4.36045,3.6790000000000003
0.15936,0.0,6.91,0,0.448,6.211,6.5,5.7209,3,233,17.9,394.46,7.44,24.7,0.016885646900000002,0.0,0.23643695010000002,0.12962962960000002,0.48526422760000004,0.0370751802,0.5282699742,0.0869565217,0.0877862595,0.5340909091,0.953782408,0.188869594,0.6155956113000001,40.3715,4.36045,3.6790000000000003
0.12269000000000001,0.0,6.91,0,0.448,6.069,40.0,5.7209,3,233,17.9,389.39,9.55,21.2,0.0128396676,0.0,0.23643695010000002,0.12962962960000002,0.4371612466,0.3820803296,0.5282699742,0.0869565217,0.0877862595,0.5340909091,0.8577483130000001,0.25866203590000003,0.5058777429,242.76,4.36045,3.6790000000000003
0.17142000000000002,0.0,6.91,0,0.448,5.682,33.8,5.1004,3,233,17.9,396.9,10.21,19.3,0.0182162853,0.0,0.23643695010000002,0.12962962960000002,0.3060636856,0.31822863030000004,0.45687592050000003,0.0869565217,0.0877862595,0.5340909091,1.0,0.2804928471,0.44631661440000003,192.0516,4.0502,3.6790000000000003
0.18836000000000003,0.0,6.91,0,0.448,5.786,33.3,5.1004,3,233,17.9,396.9,14.15,20.0,0.020085357800000002,0.0,0.23643695010000002,0.12962962960000002,0.3412940379,0.31307929970000004,0.45687592050000003,0.0869565217,0.0877862595,0.5340909091,1.0,0.41081617460000003,0.46826018810000003,192.6738,4.0502,3.6790000000000003
0.22927000000000003,0.0,6.91,0,0.448,6.03,85.5,5.6894,3,233,17.9,392.74,18.8,16.6,0.024599156900000002,0.0,0.23643695010000002,0.12962962960000002,0.4239498645,0.8506694130000001,0.5246456186,0.0869565217,0.0877862595,0.5340909091,0.9212027939,0.5646241627,0.361677116,515.565,4.3447,3.6790000000000003
0.25387000000000004,0.0,6.91,0,0.448,5.399,95.3,5.87,3,233,17.9,396.9,30.81,14.4,0.0273133944,0.0,0.23643695010000002,0.12962962960000002,0.21019647700000002,0.9515962925,0.5454252577,0.0869565217,0.0877862595,0.5340909091,1.0,0.9618787728,0.2927115987,514.5247,4.435,3.6790000000000003
0.21977000000000002,0.0,6.91,0,0.448,5.602,62.0,6.0877,3,233,17.9,396.9,16.2,19.4,0.0235509757,0.0,0.23643695010000002,0.12962962960000002,0.2789634146,0.6086508754000001,0.5704735825,0.0869565217,0.0877862595,0.5340909091,1.0,0.4786239974,0.4494514107,347.324,4.54385,3.6790000000000003
0.08873,21.0,5.64,0,0.439,5.963,45.7,6.8147,4,243,16.8,395.56,13.45,19.7,0.0090926958,0.672,0.1898826979,0.1111111111,0.4012533875,0.4407826982,0.6541214102,0.1304347826,0.10687022900000001,0.4090909091,0.9746182076000001,0.387662284,0.45885579940000004,272.5091,5.40735,3.0395
0.043370000000000006,21.0,5.64,0,0.439,6.115,63.0,6.8147,4,243,16.8,393.97,9.43,20.5,0.0040879065,0.672,0.1898826979,0.1111111111,0.4527439024,0.6189495366000001,0.6541214102,0.1304347826,0.10687022900000001,0.4090909091,0.9445010063,0.2546927975,0.4839341693,385.245,5.40735,3.0395
0.0536,21.0,5.64,0,0.439,6.511,21.1,6.8147,4,243,16.8,396.9,5.28,25.0,0.0052166322,0.672,0.1898826979,0.1111111111,0.5868902439,0.1874356334,0.6541214102,0.1304347826,0.10687022900000001,0.4090909091,1.0,0.11742330270000001,0.625,137.3821,5.40735,3.0395
0.04981000000000001,21.0,5.64,0,0.439,5.998,21.4,6.8147,4,243,16.8,396.9,8.43,23.4,0.004798463,0.672,0.1898826979,0.1111111111,0.4131097561,0.19052523170000002,0.6541214102,0.1304347826,0.10687022900000001,0.4090909091,1.0,0.2216158108,0.5748432602,128.3572,5.40735,3.0395
0.013600000000000001,31.25,4.0,0,0.41000000000000003,5.888,47.6,7.3197,3,469,21.1,396.9,14.8,18.9,0.0008032378,1.0,0.1297653959,0.0514403292,0.3758468835,0.4603501545,0.7122261598,0.0869565217,0.5381679389,0.8977272727000001,1.0,0.43231621600000003,0.43377742950000003,280.2688,5.15985,2.205
0.013110000000000002,31.25,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.8100000000000005,35.4,0.0007491737,1.0,0.0278592375,0.037037037,0.8368902439,0.1956745623,0.8706507732000001,0.1739130435,0.07442748090000001,0.5340909091,0.9816266130000001,0.101877119,0.9510188088,158.7531,6.8483,0.8115
0.020550000000000002,31.25,0.74,0,0.41000000000000003,6.383,35.7,9.1876,2,313,17.3,396.9,5.77,24.7,0.001570065,1.0,0.0102639296,0.0514403292,0.5435298103,0.33779608650000004,0.9271446981,0.0434782609,0.24045801530000002,0.46590909090000004,1.0,0.1336310262,0.6155956113000001,227.8731,5.5938,0.5750000000000001
0.014320000000000001,31.25,1.32,0,0.41100000000000003,6.816,40.5,8.3248,5,256,15.1,392.9,3.95,31.6,0.0008826789,1.0,0.031524926700000004,0.053497942400000005,0.6902100271,0.38722966010000004,0.8278718704,0.1739130435,0.1316793893,0.21590909090000002,0.9242334557,0.07343091040000001,0.8318965517,276.048,6.6624,0.8655
0.15445,25.0,5.13,0,0.453,6.145,29.2,7.8148,8,284,19.7,390.68,6.86,23.3,0.0163439027,0.8,0.1711876833,0.1399176955,0.4629065041,0.27085478890000003,0.7691918262,0.3043478261,0.1851145038,0.7386363636000001,0.8821830236,0.1696849417,0.5717084639000001,179.434,7.9074,2.7915
0.10328000000000001,25.0,5.13,0,0.453,5.927,47.2,6.932,8,284,19.7,396.9,9.22,19.6,0.010698068,0.8,0.1711876833,0.1399176955,0.3890582656,0.45623069,0.6676178203,0.3043478261,0.1851145038,0.7386363636000001,1.0,0.24774663030000002,0.4557210031,279.7544,7.466,2.7915
0.14932,25.0,5.13,0,0.453,5.741,66.2,7.2254,8,284,19.7,395.11,13.15,18.7,0.0157778849,0.8,0.1711876833,0.1399176955,0.3260501355,0.6519052523000001,0.7013761046,0.3043478261,0.1851145038,0.7386363636000001,0.9660944714,0.377739188,0.427507837,380.0542,7.6127,2.7915
0.17171,25.0,5.13,0,0.453,5.966,93.4,6.8185,8,284,19.7,378.08,14.44,16.0,0.0182482824,0.8,0.1711876833,0.1399176955,0.4022696477,0.9320288363,0.654558634,0.3043478261,0.1851145038,0.7386363636000001,0.6435184089,0.42040850080000003,0.3428683386,557.2244,7.40925,2.7915
0.11027,25.0,5.13,0,0.453,6.456,67.8,7.2255,8,284,19.7,396.9,6.73,22.2,0.0114693086,0.8,0.1711876833,0.1399176955,0.5682588076,0.6683831102000001,0.7013876105,0.3043478261,0.1851145038,0.7386363636000001,1.0,0.16538493340000002,0.5372257053,437.7168,7.61275,2.7915
0.1265,25.0,5.13,0,0.453,6.7620000000000005,43.4,7.9809,8,284,19.7,395.58,9.5,25.0,0.013260043400000001,0.8,0.1711876833,0.1399176955,0.6719173442,0.41709577750000004,0.7883031112000001,0.3043478261,0.1851145038,0.7386363636000001,0.9749970404,0.2570081866,0.625,293.4708,7.99045,2.7915
0.019510000000000003,17.5,1.38,0,0.4161,7.104,59.5,9.2229,3,216,18.6,393.24,8.05,33.0,0.0014553168,0.56,0.0337243402,0.0639917695,0.7877710027,0.5829042225000001,0.9312062776000001,0.0869565217,0.055343511500000005,0.6136363636000001,0.9306736119000001,0.20904655590000001,0.8757836991,422.688,6.11145,0.8980500000000001
0.035840000000000004,31.25,3.37,0,0.398,6.29,17.8,6.6115,4,337,16.1,396.9,4.67,23.5,0.0032570850000000003,1.0,0.1066715543,0.026748971200000003,0.5120257453,0.15345005150000002,0.6307414396000001,0.1304347826,0.28625954200000003,0.3295454545,1.0,0.0972463409,0.5779780564,111.962,5.30575,1.884
0.04379,31.25,3.37,0,0.398,5.787,31.1,6.6115,4,337,16.1,396.9,10.24,19.4,0.0041342472,1.0,0.1066715543,0.026748971200000003,0.3416327913,0.29042224510000003,0.6307414396000001,0.1304347826,0.28625954200000003,0.3295454545,1.0,0.2814851567,0.4494514107,179.9757,5.30575,1.884
0.057890000000000004,12.5,6.07,0,0.40900000000000003,5.878,21.4,6.498,4,345,18.9,396.21,8.1,22.0,0.0056899687,0.4,0.20564516130000002,0.049382716,0.3724593496,0.19052523170000002,0.6176822533,0.1304347826,0.3015267176,0.6477272727000001,0.9869302711000001,0.2107004052,0.5309561129,125.7892,5.249,3.2395
0.13554000000000002,12.5,6.07,0,0.40900000000000003,5.594,36.8,6.498,4,345,18.9,396.9,13.09,17.4,0.014257470500000001,0.4,0.20564516130000002,0.049382716,0.2762533875,0.34912461380000004,0.6176822533,0.1304347826,0.3015267176,0.6477272727000001,1.0,0.3757545688,0.38675548590000003,205.8592,5.249,3.2395
0.12816000000000002,12.5,6.07,0,0.40900000000000003,5.885,33.0,6.498,4,345,18.9,396.9,8.79,20.9,0.0134431993,0.4,0.20564516130000002,0.049382716,0.3748306233,0.30998970130000003,0.6176822533,0.1304347826,0.3015267176,0.6477272727000001,1.0,0.233523526,0.4964733542,194.205,5.249,3.2395
0.08826,0.0,10.81,0,0.41300000000000003,6.417,6.6,5.2873,4,305,19.2,383.73,6.72,24.2,0.0090408384,0.0,0.37939882700000005,0.0576131687,0.5550474255,0.0381050463,0.47838043080000003,0.1304347826,0.2251908397,0.6818181818,0.7505386528,0.1650541636,0.5999216301,42.3522,4.64365,5.6115
0.15876,0.0,10.81,0,0.41300000000000003,5.961,17.5,5.2873,4,305,19.2,376.94,9.88,21.7,0.016819446000000002,0.0,0.37939882700000005,0.0576131687,0.4005758808,0.1503604531,0.47838043080000003,0.1304347826,0.2251908397,0.6818181818,0.6219249438000001,0.2695774415,0.5215517241000001,104.3175,4.64365,5.6115
0.09164000000000001,0.0,10.81,0,0.41300000000000003,6.065,7.8,5.2873,4,305,19.2,390.91,5.52,22.8,0.009413770200000001,0.0,0.37939882700000005,0.0576131687,0.4358062331,0.0504634398,0.47838043080000003,0.1304347826,0.2251908397,0.6818181818,0.8865395999000001,0.1253617795,0.5560344828,47.307,4.64365,5.6115
0.19539,0.0,10.81,0,0.41300000000000003,6.245,6.2,5.2873,4,305,19.2,377.17,7.54,23.4,0.0208610119,0.0,0.37939882700000005,0.0576131687,0.49678184280000004,0.0339855819,0.47838043080000003,0.1304347826,0.2251908397,0.6818181818,0.6262815201,0.1921772926,0.5748432602,38.719,4.64365,5.6115
0.07896,0.0,12.83,0,0.437,6.273,6.0,4.2515,5,398,18.7,394.92,6.78,24.1,0.0080147242,0.0,0.4534457478,0.10699588480000001,0.5062669377,0.0319258496,0.3592024116,0.1739130435,0.4026717557,0.625,0.9624955606000001,0.1670387828,0.5967868339,37.638,4.62575,6.6335
0.09512000000000001,0.0,12.83,0,0.437,6.286,45.0,4.5026,5,398,18.7,383.23,8.94,21.4,0.0097977355,0.0,0.4534457478,0.10699588480000001,0.5106707317,0.4335736354,0.38809370400000004,0.1739130435,0.4026717557,0.625,0.7410678347,0.23848507400000002,0.5121473354,282.87,4.7513000000000005,6.6335
0.10153000000000001,0.0,12.83,0,0.437,6.279,74.5,4.0522,5,398,18.7,373.66,11.97,20.0,0.010504982000000001,0.0,0.4534457478,0.10699588480000001,0.508299458,0.7373841401,0.3362711708,0.1739130435,0.4026717557,0.625,0.5597963774,0.3387083437,0.46826018810000003,467.7855,4.5261,6.6335
0.08707000000000001,0.0,12.83,0,0.437,6.14,45.8,4.0905,5,398,18.7,386.96,10.27,20.8,0.008909539900000001,0.0,0.4534457478,0.10699588480000001,0.4612127371,0.4418125644,0.3406779271,0.1739130435,0.4026717557,0.625,0.8117201373,0.28247746630000004,0.49333855800000004,281.212,4.54525,6.6335
0.05646,0.0,12.83,0,0.437,6.232,53.7,5.0141,5,398,18.7,386.4,12.34,21.2,0.005532189900000001,0.0,0.4534457478,0.10699588480000001,0.4923780488,0.5231719876,0.44694633650000004,0.1739130435,0.4026717557,0.625,0.8011128211,0.3509468287,0.5058777429,334.6584,5.00705,6.6335
0.08387,0.0,12.83,0,0.437,5.874,36.6,4.5026,5,398,18.7,396.06,9.1,20.3,0.0085564683,0.0,0.4534457478,0.10699588480000001,0.37110433600000003,0.3470648816,0.38809370400000004,0.1739130435,0.4026717557,0.625,0.9840890257,0.2437773919,0.4776645768,214.9884,4.7513000000000005,6.6335
0.04113000000000001,25.0,4.86,0,0.426,6.727,33.5,5.4007,4,281,19.0,396.9,5.29,28.0,0.0038407565,0.8,0.1612903226,0.08436213990000001,0.6600609756,0.31513903190000003,0.4914281112,0.1304347826,0.17938931300000002,0.6590909091,1.0,0.11775407260000001,0.7190438871,225.3545,4.70035,2.643
0.04462000000000001,25.0,4.86,0,0.426,6.619,70.4,5.4007,4,281,19.0,395.63,7.22,23.9,0.0042258251,0.8,0.1612903226,0.08436213990000001,0.6234756098,0.6951596292000001,0.4914281112,0.1304347826,0.17938931300000002,0.6590909091,0.9759441222,0.1815926569,0.5905172414000001,465.9776,4.70035,2.643
0.036590000000000004,25.0,4.86,0,0.426,6.302,32.2,5.4007,4,281,19.0,396.9,6.72,24.8,0.0033398362,0.8,0.1612903226,0.08436213990000001,0.5160907859,0.30175077240000003,0.4914281112,0.1304347826,0.17938931300000002,0.6590909091,1.0,0.1650541636,0.6187304075,202.9244,4.70035,2.643
0.03551,25.0,4.86,0,0.426,6.167,46.7,5.4007,4,281,19.0,390.64,7.51,22.9,0.0032206745,0.8,0.1612903226,0.08436213990000001,0.47035907860000004,0.4510813594,0.4914281112,0.1304347826,0.17938931300000002,0.6590909091,0.8814253581,0.191184983,0.559169279,287.9989,4.70035,2.643
